"Subject" "activityName" "measurement" "value"
"75" 24 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.288631208909091
"76" 2 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.27761534806383
"77" 22 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.284458963861111
"78" 29 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.293140441083333
"79" 7 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.28030708
"80" 16 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.295586802191489
"81" 25 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.291329666206897
"82" 3 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.292423484693878
"83" 23 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.289897411148148
"84" 21 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.3014610196
"85" 19 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.262688053871795
"86" 17 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.29391828326087
"87" 26 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.2792845828
"88" 18 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.288439468909091
"89" 27 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.2975441875
"90" 20 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.296144421355556
"91" 11 "SITTING" "tBodyAcc-mean()-X" 0.276590197358491
"92" 4 "SITTING" "tBodyAcc-mean()-X" 0.27153827992
"93" 13 "SITTING" "tBodyAcc-mean()-X" 0.274328499591837
"94" 5 "SITTING" "tBodyAcc-mean()-X" 0.273694139545455
"95" 14 "SITTING" "tBodyAcc-mean()-X" 0.279990577037037
"96" 12 "SITTING" "tBodyAcc-mean()-X" 0.275007224901961
"97" 10 "SITTING" "tBodyAcc-mean()-X" 0.270612056481481
"98" 8 "SITTING" "tBodyAcc-mean()-X" 0.267491472934783
"99" 28 "SITTING" "tBodyAcc-mean()-X" 0.276977629444444
"100" 6 "SITTING" "tBodyAcc-mean()-X" 0.276778487454545
"101" 15 "SITTING" "tBodyAcc-mean()-X" 0.27290337979661
"102" 24 "SITTING" "tBodyAcc-mean()-X" 0.273475690147059
"103" 2 "SITTING" "tBodyAcc-mean()-X" 0.27708735173913
"104" 9 "SITTING" "tBodyAcc-mean()-X" 0.24832674354
"105" 29 "SITTING" "tBodyAcc-mean()-X" 0.2771799775
"106" 7 "SITTING" "tBodyAcc-mean()-X" 0.284674637291667
"107" 16 "SITTING" "tBodyAcc-mean()-X" 0.280768574492754
"108" 25 "SITTING" "tBodyAcc-mean()-X" 0.278541482461538
"109" 3 "SITTING" "tBodyAcc-mean()-X" 0.257197599134615
"110" 1 "SITTING" "tBodyAcc-mean()-X" 0.261237565425532
"111" 30 "SITTING" "tBodyAcc-mean()-X" 0.268336081379032
"112" 19 "SITTING" "tBodyAcc-mean()-X" 0.273830316164384
"113" 17 "SITTING" "tBodyAcc-mean()-X" 0.2773570196875
"114" 26 "SITTING" "tBodyAcc-mean()-X" 0.258243530166667
"115" 18 "SITTING" "tBodyAcc-mean()-X" 0.27727001877193
"116" 27 "SITTING" "tBodyAcc-mean()-X" 0.273941302571429
"117" 22 "SITTING" "tBodyAcc-mean()-X" 0.273583822709677
"118" 20 "SITTING" "tBodyAcc-mean()-X" 0.278045439090909
"119" 23 "SITTING" "tBodyAcc-mean()-X" 0.273351251617647
"120" 21 "SITTING" "tBodyAcc-mean()-X" 0.277539616823529
"121" 7 "STANDING" "tBodyAcc-mean()-X" 0.282723539433962
"122" 5 "STANDING" "tBodyAcc-mean()-X" 0.282544390892857
"123" 6 "STANDING" "tBodyAcc-mean()-X" 0.280346248596491
"124" 4 "STANDING" "tBodyAcc-mean()-X" 0.280499745892857
"125" 1 "STANDING" "tBodyAcc-mean()-X" 0.278917629056604
"126" 10 "STANDING" "tBodyAcc-mean()-X" 0.276650300681818
"127" 8 "STANDING" "tBodyAcc-mean()-X" 0.279620986111111
"128" 17 "STANDING" "tBodyAcc-mean()-X" 0.277942503333333
"129" 26 "STANDING" "tBodyAcc-mean()-X" 0.281127035405405
"130" 24 "STANDING" "tBodyAcc-mean()-X" 0.280348883913043
"131" 2 "STANDING" "tBodyAcc-mean()-X" 0.277911472222222
"132" 11 "STANDING" "tBodyAcc-mean()-X" 0.277715562765957
"133" 9 "STANDING" "tBodyAcc-mean()-X" 0.282310057333333
"134" 18 "STANDING" "tBodyAcc-mean()-X" 0.278458805890411
"135" 27 "STANDING" "tBodyAcc-mean()-X" 0.279566921625
"136" 25 "STANDING" "tBodyAcc-mean()-X" 0.278013701621622
"137" 3 "STANDING" "tBodyAcc-mean()-X" 0.280046513278689
"138" 12 "STANDING" "tBodyAcc-mean()-X" 0.277405834918033
"139" 21 "STANDING" "tBodyAcc-mean()-X" 0.27695224258427
"140" 19 "STANDING" "tBodyAcc-mean()-X" 0.27817226
"141" 28 "STANDING" "tBodyAcc-mean()-X" 0.277795069113924
"142" 20 "STANDING" "tBodyAcc-mean()-X" 0.278076904657534
"143" 15 "STANDING" "tBodyAcc-mean()-X" 0.278915803962264
"144" 13 "STANDING" "tBodyAcc-mean()-X" 0.277758431052632
"145" 22 "STANDING" "tBodyAcc-mean()-X" 0.279053861587302
"146" 14 "STANDING" "tBodyAcc-mean()-X" 0.280545613833333
"147" 29 "STANDING" "tBodyAcc-mean()-X" 0.277965065846154
"148" 16 "STANDING" "tBodyAcc-mean()-X" 0.283497402948718
"149" 23 "STANDING" "tBodyAcc-mean()-X" 0.277899323235294
"150" 30 "STANDING" "tBodyAcc-mean()-X" 0.277112699152542
"151" 7 "LAYING" "tBodyAcc-mean()-X" 0.250176694038462
"152" 6 "LAYING" "tBodyAcc-mean()-X" 0.248656520140351
"153" 1 "LAYING" "tBodyAcc-mean()-X" 0.22159824394
"154" 8 "LAYING" "tBodyAcc-mean()-X" 0.261254282907407
"155" 17 "LAYING" "tBodyAcc-mean()-X" 0.269780085577465
"156" 4 "LAYING" "tBodyAcc-mean()-X" 0.263559214981481
"157" 24 "LAYING" "tBodyAcc-mean()-X" 0.272850494930556
"158" 2 "LAYING" "tBodyAcc-mean()-X" 0.281373403958333
"159" 11 "LAYING" "tBodyAcc-mean()-X" 0.280592970877193
"160" 9 "LAYING" "tBodyAcc-mean()-X" 0.2591955368
"161" 18 "LAYING" "tBodyAcc-mean()-X" 0.274691576923077
"162" 5 "LAYING" "tBodyAcc-mean()-X" 0.278334325576923
"163" 25 "LAYING" "tBodyAcc-mean()-X" 0.250791828613699
"164" 3 "LAYING" "tBodyAcc-mean()-X" 0.275516852741935
"165" 12 "LAYING" "tBodyAcc-mean()-X" 0.260113433
"166" 10 "LAYING" "tBodyAcc-mean()-X" 0.280230574137931
"167" 19 "LAYING" "tBodyAcc-mean()-X" 0.272653733493976
"168" 28 "LAYING" "tBodyAcc-mean()-X" 0.2759134825
"169" 26 "LAYING" "tBodyAcc-mean()-X" 0.271645864540789
"170" 15 "LAYING" "tBodyAcc-mean()-X" 0.2894756525
"171" 13 "LAYING" "tBodyAcc-mean()-X" 0.276716360483871
"172" 22 "LAYING" "tBodyAcc-mean()-X" 0.279959721194444
"173" 20 "LAYING" "tBodyAcc-mean()-X" 0.239507882205882
"174" 29 "LAYING" "tBodyAcc-mean()-X" 0.287295196811594
"175" 27 "LAYING" "tBodyAcc-mean()-X" 0.274102492432432
"176" 16 "LAYING" "tBodyAcc-mean()-X" 0.274227162571429
"177" 14 "LAYING" "tBodyAcc-mean()-X" 0.233275439803922
"178" 23 "LAYING" "tBodyAcc-mean()-X" 0.274038007986111
"179" 21 "LAYING" "tBodyAcc-mean()-X" 0.271325472455556
"180" 30 "LAYING" "tBodyAcc-mean()-X" 0.281033900571429
"181" 1 "WALKING" "tBodyAcc-mean()-Y" -0.0173838185273684
"182" 10 "WALKING" "tBodyAcc-mean()-Y" -0.017022351190566
"183" 8 "WALKING" "tBodyAcc-mean()-Y" -0.0186628865310417
"184" 17 "WALKING" "tBodyAcc-mean()-Y" -0.0184875403339344
"185" 15 "WALKING" "tBodyAcc-mean()-Y" -0.0170809740090741
"186" 4 "WALKING" "tBodyAcc-mean()-Y" -0.0148399475341667
"187" 2 "WALKING" "tBodyAcc-mean()-Y" -0.0185949199145763
"188" 11 "WALKING" "tBodyAcc-mean()-Y" -0.0166475833623729
"189" 9 "WALKING" "tBodyAcc-mean()-Y" -0.0180891971284423
"190" 18 "WALKING" "tBodyAcc-mean()-Y" -0.0178023631866071
"191" 16 "WALKING" "tBodyAcc-mean()-Y" -0.0204286929452941
"192" 5 "WALKING" "tBodyAcc-mean()-Y" -0.0172850317482679
"193" 3 "WALKING" "tBodyAcc-mean()-Y" -0.0171767844203448
"194" 12 "WALKING" "tBodyAcc-mean()-Y" -0.015560927606
"195" 21 "WALKING" "tBodyAcc-mean()-Y" -0.0181610317526923
"196" 19 "WALKING" "tBodyAcc-mean()-Y" -0.0191773587903846
"197" 28 "WALKING" "tBodyAcc-mean()-Y" -0.0156759722981481
"198" 6 "WALKING" "tBodyAcc-mean()-Y" -0.0168954189082456
"199" 26 "WALKING" "tBodyAcc-mean()-Y" -0.0154259586949153
"200" 13 "WALKING" "tBodyAcc-mean()-Y" -0.0185660651947368
"201" 22 "WALKING" "tBodyAcc-mean()-Y" -0.0167213607957174
"202" 20 "WALKING" "tBodyAcc-mean()-Y" -0.021199992245098
"203" 29 "WALKING" "tBodyAcc-mean()-Y" -0.0162915600588679
"204" 7 "WALKING" "tBodyAcc-mean()-Y" -0.018653665345614
"205" 27 "WALKING" "tBodyAcc-mean()-Y" -0.0166478783221912
"206" 14 "WALKING" "tBodyAcc-mean()-Y" -0.0217785380966102
"207" 23 "WALKING" "tBodyAcc-mean()-Y" -0.0183618711932203
"208" 30 "WALKING" "tBodyAcc-mean()-Y" -0.0175880385730769
"209" 25 "WALKING" "tBodyAcc-mean()-Y" -0.0186477624716216
"210" 24 "WALKING" "tBodyAcc-mean()-Y" -0.0225446400534483
"211" 1 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0239531492643396
"212" 8 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0282415136341463
"213" 15 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0287523860708333
"214" 2 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0214121132045833
"215" 17 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0228645614308333
"216" 9 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0195101099975714
"217" 18 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0222060684378914
"218" 16 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0143654945011765
"219" 11 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0303157822055556
"220" 3 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0324109410555932
"221" 12 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0263574903403846
"222" 10 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0143854920340426
"223" 19 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0303986615775
"224" 28 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0279443943478431
"225" 6 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0272425385070588
"226" 4 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0319804295729615
"227" 13 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0277392253910909
"228" 22 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0268622561133333
"229" 20 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0282258047588235
"230" 29 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0299465312326531
"231" 7 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0275639005607843
"232" 5 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0325269755153191
"233" 14 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0204388180024074
"234" 23 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0323844029237255
"235" 21 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0237218695148936
"236" 30 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0253311698786154
"237" 27 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0200953324078431
"238" 25 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0269863524264615
"239" 26 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0281633797398182
"240" 24 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0251979434569492
"241" 10 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0200050770710526
"242" 8 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0211058674973684
"243" 11 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0178097721219565
"244" 9 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0203994269075476
"245" 4 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.00980200850666667
"246" 13 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0143723839108511
"247" 5 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.00850107533191489
"248" 14 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0200141413657778
"249" 12 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.018084266865793
"250" 1 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.00991850461020408
"251" 30 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0174383900204839
"252" 28 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0220230465913043
"253" 6 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.019536840063125
"254" 15 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.00563047804309524
"255" 24 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0145730348310909
"256" 2 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0226614158361702
"257" 22 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0197999371686389
"258" 29 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.01494121505625
"259" 7 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0166332372978723
"260" 16 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0183898583787234
"261" 25 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0210170522987931
"262" 3 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0193554079328571
"263" 23 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0162111457238889
"264" 21 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0173195390157778
"265" 19 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0145942275069487
"266" 17 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0167359404347826
"267" 26 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.01262580966778
"268" 18 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0168666920221818
"269" 27 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0135564467159091
"270" 20 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.00964120773155556
"271" 11 "SITTING" "tBodyAcc-mean()-Y" -0.0149195616754717
"272" 4 "SITTING" "tBodyAcc-mean()-Y" -0.007163065158
"273" 13 "SITTING" "tBodyAcc-mean()-Y" -0.00587732936326531
"274" 5 "SITTING" "tBodyAcc-mean()-Y" -0.00990083527045455
"275" 14 "SITTING" "tBodyAcc-mean()-Y" -0.00870565463888889
"276" 12 "SITTING" "tBodyAcc-mean()-Y" -0.0157892988523529
"277" 10 "SITTING" "tBodyAcc-mean()-Y" -0.015042681852037
"278" 8 "SITTING" "tBodyAcc-mean()-Y" -0.00672550621304348
"279" 28 "SITTING" "tBodyAcc-mean()-Y" -0.0185404441258333
"280" 6 "SITTING" "tBodyAcc-mean()-Y" -0.0145911615290909
"281" 15 "SITTING" "tBodyAcc-mean()-Y" -0.0117188472271186
"282" 24 "SITTING" "tBodyAcc-mean()-Y" -0.0131255097938235
"283" 2 "SITTING" "tBodyAcc-mean()-Y" -0.0156879937282609
"284" 9 "SITTING" "tBodyAcc-mean()-Y" -0.02701677698
"285" 29 "SITTING" "tBodyAcc-mean()-Y" -0.016630680375
"286" 7 "SITTING" "tBodyAcc-mean()-Y" -0.01461097580375
"287" 16 "SITTING" "tBodyAcc-mean()-Y" -0.0102497939956522
"288" 25 "SITTING" "tBodyAcc-mean()-Y" -0.0147696808030769
"289" 3 "SITTING" "tBodyAcc-mean()-Y" -0.00350299841730769
"290" 1 "SITTING" "tBodyAcc-mean()-Y" -0.00130828765170213
"291" 30 "SITTING" "tBodyAcc-mean()-Y" -0.00804731295322581
"292" 19 "SITTING" "tBodyAcc-mean()-Y" -0.016739260030137
"293" 17 "SITTING" "tBodyAcc-mean()-Y" -0.014156274084375
"294" 26 "SITTING" "tBodyAcc-mean()-Y" -0.00713364541358974
"295" 18 "SITTING" "tBodyAcc-mean()-Y" -0.0128691279736842
"296" 27 "SITTING" "tBodyAcc-mean()-Y" -0.0155269799285714
"297" 22 "SITTING" "tBodyAcc-mean()-Y" -0.0123468446419355
"298" 20 "SITTING" "tBodyAcc-mean()-Y" -0.0147229305131818
"299" 23 "SITTING" "tBodyAcc-mean()-Y" -0.0133945015676471
"300" 21 "SITTING" "tBodyAcc-mean()-Y" -0.0144009705494118
"301" 7 "STANDING" "tBodyAcc-mean()-Y" -0.0145740341037736
"302" 5 "STANDING" "tBodyAcc-mean()-Y" -0.00700418554517857
"303" 6 "STANDING" "tBodyAcc-mean()-Y" -0.0181236327175439
"304" 4 "STANDING" "tBodyAcc-mean()-Y" -0.00948911098553571
"305" 1 "STANDING" "tBodyAcc-mean()-Y" -0.0161375901037736
"306" 10 "STANDING" "tBodyAcc-mean()-Y" -0.0155418603409091
"307" 8 "STANDING" "tBodyAcc-mean()-Y" -0.0148113067148148
"308" 17 "STANDING" "tBodyAcc-mean()-Y" -0.0174120064169231
"309" 26 "STANDING" "tBodyAcc-mean()-Y" -0.0166608306652703
"310" 24 "STANDING" "tBodyAcc-mean()-Y" -0.0144785340348986
"311" 2 "STANDING" "tBodyAcc-mean()-Y" -0.0184208270166667
"312" 11 "STANDING" "tBodyAcc-mean()-Y" -0.0171990886595745
"313" 9 "STANDING" "tBodyAcc-mean()-Y" -0.0200454954022222
"314" 18 "STANDING" "tBodyAcc-mean()-Y" -0.0166353518150685
"315" 27 "STANDING" "tBodyAcc-mean()-Y" -0.016593236445
"316" 25 "STANDING" "tBodyAcc-mean()-Y" -0.0163569730274324
"317" 3 "STANDING" "tBodyAcc-mean()-Y" -0.0143376555065574
"318" 12 "STANDING" "tBodyAcc-mean()-Y" -0.0169002543196721
"319" 21 "STANDING" "tBodyAcc-mean()-Y" -0.0167084730205618
"320" 19 "STANDING" "tBodyAcc-mean()-Y" -0.0154244056945205
"321" 28 "STANDING" "tBodyAcc-mean()-Y" -0.0172635124672152
"322" 20 "STANDING" "tBodyAcc-mean()-Y" -0.0180695049161644
"323" 15 "STANDING" "tBodyAcc-mean()-Y" -0.0183516360396226
"324" 13 "STANDING" "tBodyAcc-mean()-Y" -0.0167891993964912
"325" 22 "STANDING" "tBodyAcc-mean()-Y" -0.0158563207496825
"326" 14 "STANDING" "tBodyAcc-mean()-Y" -0.01520781344
"327" 29 "STANDING" "tBodyAcc-mean()-Y" -0.0172605869061538
"328" 16 "STANDING" "tBodyAcc-mean()-Y" -0.0165999672935897
"329" 23 "STANDING" "tBodyAcc-mean()-Y" -0.0177475547867647
"330" 30 "STANDING" "tBodyAcc-mean()-Y" -0.0170163887813559
"331" 7 "LAYING" "tBodyAcc-mean()-Y" -0.0204411516884615
"332" 6 "LAYING" "tBodyAcc-mean()-Y" -0.0102529170561404
"333" 1 "LAYING" "tBodyAcc-mean()-Y" -0.0405139534294
"334" 8 "LAYING" "tBodyAcc-mean()-Y" -0.0212281733881481
"335" 17 "LAYING" "tBodyAcc-mean()-Y" -0.0168462006729577
"336" 4 "LAYING" "tBodyAcc-mean()-Y" -0.0150031841055556
"337" 24 "LAYING" "tBodyAcc-mean()-Y" -0.0173555210111111
"338" 2 "LAYING" "tBodyAcc-mean()-Y" -0.0181587397583333
"339" 11 "LAYING" "tBodyAcc-mean()-Y" -0.0176598052315789
"340" 9 "LAYING" "tBodyAcc-mean()-Y" -0.020526821662
"341" 18 "LAYING" "tBodyAcc-mean()-Y" -0.0173937684615385
"342" 5 "LAYING" "tBodyAcc-mean()-Y" -0.0183042123269231
"343" 25 "LAYING" "tBodyAcc-mean()-Y" -0.0188943663671233
"344" 3 "LAYING" "tBodyAcc-mean()-Y" -0.0189556785048387
"345" 12 "LAYING" "tBodyAcc-mean()-Y" -0.0175203917146667
"346" 10 "LAYING" "tBodyAcc-mean()-Y" -0.024294484137931
